Country,WHO_Region,Year,Water_Access_Percent
Sierra Leone,Africa,2015,9.157
Sierra Leone,Africa,2016,9.53397
Sierra Leone,Africa,2017,9.91913
Singapore,Western Pacific,2000,100.0
Singapore,Western Pacific,2001,100.0
Singapore,Western Pacific,2002,100.0
Singapore,Western Pacific,2003,100.0
Singapore,Western Pacific,2004,100.0
Singapore,Western Pacific,2005,100.0
Singapore,Western Pacific,2006,100.0
Singapore,Western Pacific,2007,100.0
Singapore,Western Pacific,2008,100.0
Singapore,Western Pacific,2009,100.0
Singapore,Western Pacific,2010,100.0
Singapore,Western Pacific,2011,100.0
Singapore,Western Pacific,2012,100.0
Singapore,Western Pacific,2013,100.0
Singapore,Western Pacific,2014,100.0
Singapore,Western Pacific,2015,100.0
Singapore,Western Pacific,2016,100.0
Singapore,Western Pacific,2017,100.0
Slovakia,Europe,2000,92.17965
Slovakia,Europe,2001,92.17799
Slovakia,Europe,2002,92.81332
Slovakia,Europe,2003,93.44967
Slovakia,Europe,2004,94.08702
Slovakia,Europe,2005,94.72538
Slovakia,Europe,2006,95.36474
Slovakia,Europe,2007,96.0051
Slovakia,Europe,2008,96.64649
Slovakia,Europe,2009,97.28888
Slovakia,Europe,2010,97.93309
Slovakia,Europe,2011,98.57904
Slovakia,Europe,2012,99.12453
Slovakia,Europe,2013,99.26785
Slovakia,Europe,2014,99.41117
Slovakia,Europe,2015,99.5545
Slovakia,Europe,2016,99.69782
Slovakia,Europe,2017,99.78773
Slovenia,Europe,2000,79.79192
Slovenia,Europe,2001,79.78687
Slovenia,Europe,2002,79.78198
Slovenia,Europe,2003,81.07258
Slovenia,Europe,2004,82.36299
Slovenia,Europe,2005,83.65321
Slovenia,Europe,2006,84.94324
Slovenia,Europe,2007,86.23306
Slovenia,Europe,2008,87.52269
Slovenia,Europe,2009,88.81211
Slovenia,Europe,2010,90.10134
Slovenia,Europe,2011,91.39037
Slovenia,Europe,2012,92.67918
Slovenia,Europe,2013,93.96778
Slovenia,Europe,2014,95.25618
Slovenia,Europe,2015,96.55093
Slovenia,Europe,2016,97.84573
Slovenia,Europe,2017,98.05297
Spain,Europe,2000,98.83858
Spain,Europe,2001,98.81949
Spain,Europe,2002,98.80041
Spain,Europe,2003,98.78132
Spain,Europe,2004,98.76224
Spain,Europe,2005,98.74315
Spain,Europe,2006,98.72406
Spain,Europe,2007,98.70497
Spain,Europe,2008,98.68588
Spain,Europe,2009,98.6668
Spain,Europe,2010,98.64772
Spain,Europe,2011,98.62863
Spain,Europe,2012,98.59591
Spain,Europe,2013,98.54771
Spain,Europe,2014,98.49935
Spain,Europe,2015,98.48007
Spain,Europe,2016,98.46078
Spain,Europe,2017,98.44149
Sweden,Europe,2000,99.94
Sweden,Europe,2001,99.94
Sweden,Europe,2002,99.94
Sweden,Europe,2003,99.94
Sweden,Europe,2004,99.94
Sweden,Europe,2005,99.93999
Sweden,Europe,2006,99.94
Sweden,Europe,2007,99.94
Sweden,Europe,2008,99.94
Sweden,Europe,2009,99.94
Sweden,Europe,2010,99.94
Sweden,Europe,2011,99.93999
Sweden,Europe,2012,99.93999
Sweden,Europe,2013,99.93999
Sweden,Europe,2014,99.93999
Sweden,Europe,2015,99.94
Sweden,Europe,2016,99.93999
Sweden,Europe,2017,99.94
Switzerland,Europe,2000,92.82433
Switzerland,Europe,2001,92.82433
Switzerland,Europe,2002,92.82433
Switzerland,Europe,2003,92.82432
Switzerland,Europe,2004,93.06351
Switzerland,Europe,2005,93.3027
Switzerland,Europe,2006,93.54189
Switzerland,Europe,2007,93.78107
Switzerland,Europe,2008,94.02027
Switzerland,Europe,2009,94.25946
Switzerland,Europe,2010,94.49865
Switzerland,Europe,2011,94.73784
Switzerland,Europe,2012,94.97703
Switzerland,Europe,2013,95.21622
Switzerland,Europe,2014,95.45541
Switzerland,Europe,2015,95.45541
Switzerland,Europe,2016,95.45541
Switzerland,Europe,2017,95.45541
Tajikistan,Europe,2000,35.24668
Tajikistan,Europe,2001,36.43213
Tajikistan,Europe,2002,37.65243
Tajikistan,Europe,2003,38.9076
Tajikistan,Europe,2004,40.19707
Tajikistan,Europe,2005,41.52198
Tajikistan,Europe,2006,42.88173
Tajikistan,Europe,2007,44.27634
Tajikistan,Europe,2008,45.24455
Tajikistan,Europe,2009,45.65298
Tajikistan,Europe,2010,46.02968
Tajikistan,Europe,2011,46.37447
Tajikistan,Europe,2012,46.69177
Tajikistan,Europe,2013,46.98115
Tajikistan,Europe,2014,47.24315
Tajikistan,Europe,2015,47.47783
Tajikistan,Europe,2016,47.68568
Tajikistan,Europe,2017,47.86705
Tunisia,Eastern Mediterranean,2000,40.92445
Tunisia,Eastern Mediterranean,2001,45.30992
Tunisia,Eastern Mediterranean,2002,49.73199
Tunisia,Eastern Mediterranean,2003,54.19005
Tunisia,Eastern Mediterranean,2004,58.6819
Tunisia,Eastern Mediterranean,2005,63.2012
Tunisia,Eastern Mediterranean,2006,67.75428
Tunisia,Eastern Mediterranean,2007,72.34045
Tunisia,Eastern Mediterranean,2008,76.95932
Tunisia,Eastern Mediterranean,2009,81.61039
Tunisia,Eastern Mediterranean,2010,86.29308
Tunisia,Eastern Mediterranean,2011,90.85251
Tunisia,Eastern Mediterranean,2012,91.21785
Tunisia,Eastern Mediterranean,2013,91.57965
Tunisia,Eastern Mediterranean,2014,91.87399
Tunisia,Eastern Mediterranean,2015,92.13805
Tunisia,Eastern Mediterranean,2016,92.39928
Tunisia,Eastern Mediterranean,2017,92.65752
Turkmenistan,Europe,2000,65.94715
Turkmenistan,Europe,2001,67.19485
Turkmenistan,Europe,2002,68.45618
Turkmenistan,Europe,2003,69.73052
Turkmenistan,Europe,2004,71.01758
Turkmenistan,Europe,2005,72.89149
Turkmenistan,Europe,2006,74.78707
Turkmenistan,Europe,2007,76.70368
Turkmenistan,Europe,2008,78.63979
Turkmenistan,Europe,2009,80.59515
Turkmenistan,Europe,2010,82.56702
Turkmenistan,Europe,2011,84.5481
Turkmenistan,Europe,2012,86.54488
Turkmenistan,Europe,2013,88.56068
Turkmenistan,Europe,2014,90.23609
Turkmenistan,Europe,2015,91.7131
Turkmenistan,Europe,2016,93.0056
Turkmenistan,Europe,2017,93.90399
Uganda,Africa,2000,4.7746
Uganda,Africa,2001,4.91586
Uganda,Africa,2002,5.05796
Uganda,Africa,2003,5.20059
Uganda,Africa,2004,5.34364
Uganda,Africa,2005,5.48593
Uganda,Africa,2006,5.62821
Uganda,Africa,2007,5.76952
Uganda,Africa,2008,5.90992
Uganda,Africa,2009,6.0487
Uganda,Africa,2010,6.18587
Uganda,Africa,2011,6.3209
Uganda,Africa,2012,6.45358
Uganda,Africa,2013,6.58311
Uganda,Africa,2014,6.70972
Uganda,Africa,2015,6.83273
Uganda,Africa,2016,6.95153
Uganda,Africa,2017,7.0658
Ukraine,Europe,2000,65.75006
Ukraine,Europe,2001,65.78163
Ukraine,Europe,2002,65.86811
Ukraine,Europe,2003,65.99349
Ukraine,Europe,2004,68.70232
Ukraine,Europe,2005,71.41066
Ukraine,Europe,2006,74.08951
Ukraine,Europe,2007,76.74915
Ukraine,Europe,2008,79.39001
Ukraine,Europe,2009,82.01154
Ukraine,Europe,2010,84.59711
Ukraine,Europe,2011,87.1797
Ukraine,Europe,2012,89.7595
Ukraine,Europe,2013,92.11779
Ukraine,Europe,2014,91.81175
Ukraine,Europe,2015,91.87727
Ukraine,Europe,2016,91.94227
Ukraine,Europe,2017,92.00686
United Kingdom of Great Britain and Northern Ireland,Europe,2000,99.96678
United Kingdom of Great Britain and Northern Ireland,Europe,2001,99.96677
United Kingdom of Great Britain and Northern Ireland,Europe,2002,99.96678
United Kingdom of Great Britain and Northern Ireland,Europe,2003,99.96678
United Kingdom of Great Britain and Northern Ireland,Europe,2004,99.96861
United Kingdom of Great Britain and Northern Ireland,Europe,2005,99.97044
United Kingdom of Great Britain and Northern Ireland,Europe,2006,99.97228
United Kingdom of Great Britain and Northern Ireland,Europe,2007,99.97411
United Kingdom of Great Britain and Northern Ireland,Europe,2008,99.97594
United Kingdom of Great Britain and Northern Ireland,Europe,2009,99.97778
United Kingdom of Great Britain and Northern Ireland,Europe,2010,99.97961
United Kingdom of Great Britain and Northern Ireland,Europe,2011,99.98145
United Kingdom of Great Britain and Northern Ireland,Europe,2012,99.98328
United Kingdom of Great Britain and Northern Ireland,Europe,2013,99.98511
United Kingdom of Great Britain and Northern Ireland,Europe,2014,99.98694
United Kingdom of Great Britain and Northern Ireland,Europe,2015,99.98878
United Kingdom of Great Britain and Northern Ireland,Europe,2016,99.98878
United Kingdom of Great Britain and Northern Ireland,Europe,2017,99.98878
United States of America,Americas,2005,98.94233
United States of America,Americas,2006,98.94711
United States of America,Americas,2007,98.95185
United States of America,Americas,2008,98.95657
United States of America,Americas,2009,98.96126
United States of America,Americas,2010,98.96589
United States of America,Americas,2011,98.97069
United States of America,Americas,2012,98.97557
United States of America,Americas,2013,98.9806
United States of America,Americas,2014,98.98573
United States of America,Americas,2015,98.99097
United States of America,Americas,2016,98.99631
United States of America,Americas,2017,99.00178
Uzbekistan,Europe,2000,56.34099
Uzbekistan,Europe,2001,56.48318
Uzbekistan,Europe,2002,56.62722
Uzbekistan,Europe,2003,56.77268
Uzbekistan,Europe,2004,56.91915
Uzbekistan,Europe,2005,57.06669
Uzbekistan,Europe,2006,57.21596
Uzbekistan,Europe,2007,57.3665
Uzbekistan,Europe,2008,57.51839
Uzbekistan,Europe,2009,57.93077
Uzbekistan,Europe,2010,58.34314
Uzbekistan,Europe,2011,58.59512
Uzbekistan,Europe,2012,58.68502
Uzbekistan,Europe,2013,58.77502
Uzbekistan,Europe,2014,58.83591
Uzbekistan,Europe,2015,58.85883
Uzbekistan,Europe,2016,58.88147
Uzbekistan,Europe,2017,58.9038
Vanuatu,Western Pacific,2000,39.59291
Vanuatu,Western Pacific,2001,39.61595
Vanuatu,Western Pacific,2002,39.63916
Vanuatu,Western Pacific,2003,39.66269
Vanuatu,Western Pacific,2004,39.68639
Vanuatu,Western Pacific,2005,40.04713
Vanuatu,Western Pacific,2006,40.40662
Vanuatu,Western Pacific,2007,40.76475
Vanuatu,Western Pacific,2008,41.12159
Vanuatu,Western Pacific,2009,41.47712
Vanuatu,Western Pacific,2010,41.82274
Vanuatu,Western Pacific,2011,42.1625
Vanuatu,Western Pacific,2012,42.50182
Vanuatu,Western Pacific,2013,42.84062
Vanuatu,Western Pacific,2014,43.17892
Vanuatu,Western Pacific,2015,43.5167
Vanuatu,Western Pacific,2016,43.84248
Vanuatu,Western Pacific,2017,44.13033
